premise,hypothesis,gold_label,pred_label
"Practicing and solidifying modes of representation, Piaget emphasized, make it possible for the child to free thought from the here and now; create larger images of reality that take into account past, present, and future; and transform those images mentally in the service of logical thinking.","Piaget emphasized, that nothing else should be considered when thinking illogically.",contradiction,neutral
Many manufacturers do not explicitly track and use information like weekly demand variation for different SKUs.,Many manufacturers do track inventory levels for different SKUs.,-,contradiction
We're told that one aircraft is down but we do not have a pilot report that did it.,We do not have a pilot report that took down the aircraft. ,entailment,entailment
"Hmm, well , I had some teachers that were really, um, influential about what I read and their love for literature.",My teachers taught me not to read.,contradiction,contradiction
Basic items also represent a major percentage of all apparel goods sold.,White t-shirts are the best selling basic item.,neutral,neutral
"Then he assists with a general prompt,  Which piece might go down here? ","Which piece might fit here?, as he moved towards the table and assisted with a general prompt. ",neutral,neutral
The intent is that the faculty will contribute to the award annually.,Faculty will contribute to the award every year.,entailment,entailment
Laying out a production line required exact calculation of the number of workers required for a given step to keep single garments moving through the operation continuously'much as a car moves down an assembly line.,There were economies of scale related to workers on the production line.,neutral,neutral
"noisome Has nothing to do with sound or decibel level, but means simply unpleasant or disgusting.","Noisome had something to do with the lights, however.",neutral,neutral
"I said, Well we got some // gasoline.","The gasoline was in a container, not a vehicle.",neutral,neutral
We'd basically coasted down into town and got about 50 gallons of kerosene and pumped it in the fuel tank so that so that the fuel would actually run through the fuel lines and the bus would run.,We put about 50 gallons of kerosene in the bus.,entailment,entailment
"Eventually ramrod became personified, taking on the added meaning of `one marked by rigidity, stiffness, and severity,' even though the original ramrods, which were straight, were rather flexible.",The original ramrod was wavy but not very easy to bend.,contradiction,contradiction
"Please send any survival tips for third and fourth year dental students to me, in care of IUSD!",I would appreciate if you would send any survival tips for third or fourth year dental students. ,entailment,entailment
